TXNAME	GENEID
ENSDART00000187027.1	ENSDARG00000071618.7
ENSDART00000182762.1	ENSDARG00000071618.7
ENSDART00000178327.2	ENSDARG00000071618.7
ENSDART00000188599.1	ENSDARG00000071618.7
ENSDART00000078972.5	ENSDARG00000056464.5
ENSDART00000172682.2	ENSDARG00000089232.3
ENSDART00000122228.3	ENSDARG00000089232.3
ENSDART00000165796.2	ENSDARG00000100232.3
ENSDART00000161227.3	ENSDARG00000100232.3
ENSDART00000151927.2	ENSDARG00000095777.3
ENSDART00000123053.4	ENSDARG00000087693.4
ENSDART00000172909.2	ENSDARG00000087693.4
ENSDART00000139623.2	ENSDARG00000094385.2
ENSDART00000151858.3	ENSDARG00000098099.2
ENSDART00000168727.2	ENSDARG00000098099.2
ENSDART00000170553.2	ENSDARG00000098949.2
ENSDART00000147788.2	ENSDARG00000062023.8
ENSDART00000087991.7	ENSDARG00000062023.8
ENSDART00000180512.1	ENSDARG00000062023.8
ENSDART00000159312.2	ENSDARG00000100020.2
ENSDART00000160766.2	ENSDARG00000100020.2
ENSDART00000172400.2	ENSDARG00000100020.2
ENSDART00000131216.4	ENSDARG00000091026.5
ENSDART00000191198.1	ENSDARG00000091026.5
ENSDART00000126906.3	ENSDARG00000091026.5
ENSDART00000171288.2	ENSDARG00000073769.4
ENSDART00000181406.1	ENSDARG00000073769.4
ENSDART00000110879.4	ENSDARG00000073769.4
ENSDART00000081350.6	ENSDARG00000058498.8
ENSDART00000126033.5	ENSDARG00000058498.8
ENSDART00000155176.2	ENSDARG00000090708.4
ENSDART00000156288.3	ENSDARG00000090708.4
ENSDART00000150575.2	ENSDARG00000089616.6
ENSDART00000157475.2	ENSDARG00000089616.6
ENSDART00000129961.3	ENSDARG00000089616.6
ENSDART00000171068.2	ENSDARG00000089616.6
ENSDART00000158916.2	ENSDARG00000098191.2
ENSDART00000143928.3	ENSDARG00000015930.8
ENSDART00000138461.2	ENSDARG00000015930.8
ENSDART00000142275.2	ENSDARG00000076296.5
ENSDART00000132840.2	ENSDARG00000076296.5
ENSDART00000181800.1	ENSDARG00000076296.5
ENSDART00000132605.3	ENSDARG00000062080.7
ENSDART00000168509.2	ENSDARG00000062080.7
ENSDART00000127182.3	ENSDARG00000025383.8
ENSDART00000193332.1	ENSDARG00000025383.8
ENSDART00000149795.2	ENSDARG00000044685.7
ENSDART00000137603.2	ENSDARG00000093563.4
ENSDART00000158030.3	ENSDARG00000093563.4
ENSDART00000149087.3	ENSDARG00000075618.6
ENSDART00000147735.2	ENSDARG00000097612.3
ENSDART00000136186.2	ENSDARG00000097612.3
ENSDART00000151890.2	ENSDARG00000096497.2
ENSDART00000140457.4	ENSDARG00000070110.7
ENSDART00000021456.7	ENSDARG00000070110.7
ENSDART00000168546.3	ENSDARG00000105134.3
ENSDART00000189778.1	ENSDARG00000105134.3
ENSDART00000099735.5	ENSDARG00000031709.9
ENSDART00000143925.2	ENSDARG00000031709.9
ENSDART00000125049.3	ENSDARG00000031709.9
ENSDART00000146497.2	ENSDARG00000031709.9
ENSDART00000185833.1	ENSDARG00000031709.9
ENSDART00000187235.1	ENSDARG00000031709.9
ENSDART00000148787.2	ENSDARG00000015543.10
ENSDART00000113342.5	ENSDARG00000073957.6
ENSDART00000190773.1	ENSDARG00000073957.6
ENSDART00000125190.3	ENSDARG00000003941.9
ENSDART00000174323.2	ENSDARG00000053817.8
ENSDART00000077136.4	ENSDARG00000054856.4
ENSDART00000076086.4	ENSDARG00000053966.5
ENSDART00000149930.2	ENSDARG00000053966.5
ENSDART00000134351.2	ENSDARG00000068140.7
ENSDART00000188938.1	ENSDARG00000068140.7
ENSDART00000174166.2	ENSDARG00000105799.2
ENSDART00000138510.3	ENSDARG00000075389.5
ENSDART00000152369.2	ENSDARG00000079131.5
ENSDART00000189630.1	ENSDARG00000079131.5
ENSDART00000005853.9	ENSDARG00000011462.10
ENSDART00000138193.2	ENSDARG00000011462.10
ENSDART00000091094.5	ENSDARG00000062756.6
ENSDART00000144605.3	ENSDARG00000062756.6
ENSDART00000132774.3	ENSDARG00000106963.2
ENSDART00000157619.2	ENSDARG00000103483.2
ENSDART00000166197.2	ENSDARG00000103483.2
ENSDART00000165145.2	ENSDARG00000103483.2
ENSDART00000140007.2	ENSDARG00000093230.2
ENSDART00000140051.3	ENSDARG00000071150.7
ENSDART00000113470.4	ENSDARG00000078995.4
ENSDART00000158120.2	ENSDARG00000078995.4
ENSDART00000141422.3	ENSDARG00000093761.4
ENSDART00000193522.1	ENSDARG00000093761.4
ENSDART00000193694.1	ENSDARG00000093761.4
ENSDART00000078858.6	ENSDARG00000056379.6
ENSDART00000167122.2	ENSDARG00000100973.2
ENSDART00000172124.2	ENSDARG00000100973.2
ENSDART00000158836.2	ENSDARG00000100973.2
ENSDART00000170710.2	ENSDARG00000100973.2
ENSDART00000111144.4	ENSDARG00000077986.4
ENSDART00000076304.5	ENSDARG00000054155.6
ENSDART00000110381.3	ENSDARG00000077799.3
ENSDART00000143648.3	ENSDARG00000013014.12
ENSDART00000013359.10	ENSDARG00000013014.12
ENSDART00000171829.2	ENSDARG00000074865.4
ENSDART00000159660.2	ENSDARG00000074865.4
ENSDART00000110004.4	ENSDARG00000074865.4
ENSDART00000188138.1	ENSDARG00000074865.4
ENSDART00000193290.1	ENSDARG00000074865.4
ENSDART00000084104.6	ENSDARG00000060007.6
ENSDART00000092357.7	ENSDARG00000063307.8
ENSDART00000193519.1	ENSDARG00000063307.8
ENSDART00000169941.3	ENSDARG00000063307.8
ENSDART00000187940.1	ENSDARG00000063307.8
ENSDART00000183871.1	ENSDARG00000063307.8
ENSDART00000061149.4	ENSDARG00000041723.4
ENSDART00000163069.2	ENSDARG00000104004.2
ENSDART00000158702.2	ENSDARG00000104004.2
ENSDART00000173452.2	ENSDARG00000100703.3
ENSDART00000159112.2	ENSDARG00000100703.3
ENSDART00000040810.4	ENSDARG00000033182.4
ENSDART00000167703.2	ENSDARG00000074325.3
ENSDART00000143041.3	ENSDARG00000093964.4
ENSDART00000109463.5	ENSDARG00000010423.9
ENSDART00000138071.2	ENSDARG00000010423.9
ENSDART00000017155.8	ENSDARG00000010423.9
ENSDART00000148018.2	ENSDARG00000010423.9
ENSDART00000143471.2	ENSDARG00000012627.9
ENSDART00000167295.2	ENSDARG00000098290.2
ENSDART00000180854.1	ENSDARG00000098290.2
ENSDART00000190116.1	ENSDARG00000098290.2
ENSDART00000149367.4	ENSDARG00000076310.6
ENSDART00000141086.2	ENSDARG00000078366.5
ENSDART00000185222.1	ENSDARG00000078366.5
ENSDART00000163596.2	ENSDARG00000099294.3
ENSDART00000159974.2	ENSDARG00000099294.3
ENSDART00000159333.2	ENSDARG00000099294.3
ENSDART00000167667.2	ENSDARG00000099294.3
ENSDART00000015512.8	ENSDARG00000012572.8
ENSDART00000081029.4	ENSDARG00000058200.5
ENSDART00000166917.2	ENSDARG00000058200.5
ENSDART00000128284.3	ENSDARG00000087927.3
ENSDART00000139315.2	ENSDARG00000021257.11
ENSDART00000143234.2	ENSDARG00000021257.11
ENSDART00000151517.2	ENSDARG00000021257.11
ENSDART00000150898.2	ENSDARG00000021257.11
ENSDART00000132298.3	ENSDARG00000021257.11
ENSDART00000151568.2	ENSDARG00000021257.11
ENSDART00000011052.9	ENSDARG00000021257.11
ENSDART00000145486.2	ENSDARG00000092240.2
ENSDART00000009499.9	ENSDARG00000026225.10
ENSDART00000066282.5	ENSDARG00000054707.6
ENSDART00000178023.2	ENSDARG00000054707.6
ENSDART00000133720.3	ENSDARG00000068749.7
ENSDART00000162407.2	ENSDARG00000100885.2
ENSDART00000137090.2	ENSDARG00000055283.4
ENSDART00000077626.4	ENSDARG00000055283.4
ENSDART00000157021.2	ENSDARG00000027140.10
ENSDART00000187286.1	ENSDARG00000027140.10
ENSDART00000109020.4	ENSDARG00000054160.7
ENSDART00000141329.2	ENSDARG00000054160.7
ENSDART00000076316.6	ENSDARG00000054160.7
ENSDART00000142137.2	ENSDARG00000061292.7
ENSDART00000179564.2	ENSDARG00000061292.7
ENSDART00000075286.5	ENSDARG00000053269.6
ENSDART00000141601.4	ENSDARG00000074843.6
ENSDART00000152104.2	ENSDARG00000074843.6
ENSDART00000111552.4	ENSDARG00000074843.6
ENSDART00000169495.2	ENSDARG00000074843.6
ENSDART00000185076.1	ENSDARG00000074843.6
ENSDART00000193651.1	ENSDARG00000074843.6
ENSDART00000139646.2	ENSDARG00000069326.7
ENSDART00000100782.6	ENSDARG00000069326.7
ENSDART00000142970.2	ENSDARG00000069326.7
ENSDART00000133028.2	ENSDARG00000069326.7
ENSDART00000190027.1	ENSDARG00000069326.7
ENSDART00000139428.3	ENSDARG00000077068.6
ENSDART00000181028.1	ENSDARG00000077068.6
ENSDART00000184089.1	ENSDARG00000077068.6
ENSDART00000187275.1	ENSDARG00000077068.6
ENSDART00000189702.1	ENSDARG00000077068.6
ENSDART00000102993.4	ENSDARG00000070278.4
ENSDART00000166533.2	ENSDARG00000104598.5
ENSDART00000100599.3	ENSDARG00000104598.5
ENSDART00000168604.2	ENSDARG00000104598.5
ENSDART00000123648.3	ENSDARG00000104598.5
ENSDART00000015688.10	ENSDARG00000002213.11
ENSDART00000157690.2	ENSDARG00000002213.11
ENSDART00000103365.5	ENSDARG00000052334.8
ENSDART00000141510.2	ENSDARG00000052334.8
ENSDART00000153427.2	ENSDARG00000052334.8
ENSDART00000173586.2	ENSDARG00000052331.8
ENSDART00000074155.6	ENSDARG00000052331.8
ENSDART00000023721.8	ENSDARG00000003153.8
ENSDART00000143094.2	ENSDARG00000018506.10
ENSDART00000101230.5	ENSDARG00000018506.10
ENSDART00000148447.3	ENSDARG00000007960.10
ENSDART00000149114.3	ENSDARG00000007960.10
ENSDART00000148497.2	ENSDARG00000007960.10
ENSDART00000149492.3	ENSDARG00000007960.10
ENSDART00000148394.3	ENSDARG00000007960.10
ENSDART00000150050.2	ENSDARG00000007960.10
ENSDART00000020084.10	ENSDARG00000029150.10
ENSDART00000130572.3	ENSDARG00000029150.10
ENSDART00000153452.2	ENSDARG00000029150.10
ENSDART00000169321.3	ENSDARG00000029150.10
ENSDART00000140123.2	ENSDARG00000078452.6
ENSDART00000112800.5	ENSDARG00000078452.6
ENSDART00000059204.8	ENSDARG00000006447.11
ENSDART00000052683.7	ENSDARG00000052207.7
ENSDART00000100600.4	ENSDARG00000097170.5
ENSDART00000100596.5	ENSDARG00000097170.5
ENSDART00000169700.2	ENSDARG00000104326.2
ENSDART00000144545.2	ENSDARG00000062550.7
ENSDART00000189703.1	ENSDARG00000062550.7
ENSDART00000192674.1	ENSDARG00000062550.7
ENSDART00000141520.4	ENSDARG00000075476.7
ENSDART00000190169.1	ENSDARG00000075476.7
ENSDART00000110373.4	ENSDARG00000079229.5
ENSDART00000156722.2	ENSDARG00000079229.5
ENSDART00000134664.2	ENSDARG00000079229.5
ENSDART00000084668.6	ENSDARG00000060243.10
ENSDART00000131397.2	ENSDARG00000060243.10
ENSDART00000154351.4	ENSDARG00000060243.10
ENSDART00000171041.2	ENSDARG00000102365.2
ENSDART00000166031.2	ENSDARG00000102365.2
ENSDART00000146615.2	ENSDARG00000025174.9
ENSDART00000003299.9	ENSDARG00000025174.9
ENSDART00000043960.8	ENSDARG00000030020.9
ENSDART00000144944.2	ENSDARG00000030020.9
ENSDART00000024627.11	ENSDARG00000018693.11
ENSDART00000181946.1	ENSDARG00000018693.11
ENSDART00000182832.1	ENSDARG00000018693.11
ENSDART00000108584.3	ENSDARG00000103602.6
ENSDART00000156921.2	ENSDARG00000089586.4
ENSDART00000165515.2	ENSDARG00000102639.2
ENSDART00000135164.3	ENSDARG00000025269.10
ENSDART00000127996.3	ENSDARG00000042544.7
ENSDART00000003940.9	ENSDARG00000020261.9
ENSDART00000137538.2	ENSDARG00000020261.9
ENSDART00000133529.3	ENSDARG00000043479.8
ENSDART00000063831.4	ENSDARG00000043479.8
ENSDART00000138416.2	ENSDARG00000060306.7
ENSDART00000140107.2	ENSDARG00000060306.7
ENSDART00000188674.1	ENSDARG00000060306.7
ENSDART00000142721.3	ENSDARG00000092394.4
ENSDART00000144933.2	ENSDARG00000092394.4
ENSDART00000153308.2	ENSDARG00000092394.4
ENSDART00000051807.6	ENSDARG00000057867.6
ENSDART00000064838.6	ENSDARG00000057867.6
ENSDART00000140376.2	ENSDARG00000057867.6
ENSDART00000062377.7	ENSDARG00000028937.11
ENSDART00000153446.2	ENSDARG00000028937.11
ENSDART00000049224.8	ENSDARG00000028937.11
ENSDART00000098022.4	ENSDARG00000067976.6
ENSDART00000148281.3	ENSDARG00000038720.9
ENSDART00000132621.2	ENSDARG00000038720.9
ENSDART00000141625.3	ENSDARG00000071604.7
ENSDART00000190669.1	ENSDARG00000071604.7
ENSDART00000131633.2	ENSDARG00000035650.8
ENSDART00000134517.2	ENSDARG00000035650.8
ENSDART00000138346.2	ENSDARG00000035650.8
ENSDART00000051697.7	ENSDARG00000035650.8
ENSDART00000146824.3	ENSDARG00000035650.8
ENSDART00000192663.1	ENSDARG00000035650.8
ENSDART00000150047.2	ENSDARG00000054548.7
ENSDART00000135504.3	ENSDARG00000029859.8
ENSDART00000131764.3	ENSDARG00000029859.8
ENSDART00000145986.3	ENSDARG00000029859.8
ENSDART00000143036.3	ENSDARG00000029859.8
ENSDART00000133691.2	ENSDARG00000029859.8
ENSDART00000134927.2	ENSDARG00000029859.8
ENSDART00000110249.4	ENSDARG00000029859.8
ENSDART00000027545.9	ENSDARG00000019008.11
ENSDART00000006378.6	ENSDARG00000010878.6
ENSDART00000190507.1	ENSDARG00000010878.6
ENSDART00000025308.6	ENSDARG00000013842.8
ENSDART00000141016.2	ENSDARG00000013842.8
ENSDART00000153682.3	ENSDARG00000097264.3
ENSDART00000155892.3	ENSDARG00000097264.3
ENSDART00000154858.2	ENSDARG00000097264.3
ENSDART00000155916.2	ENSDARG00000097264.3
ENSDART00000138167.2	ENSDARG00000078582.5
ENSDART00000133063.2	ENSDARG00000078582.5
ENSDART00000109288.4	ENSDARG00000078582.5
ENSDART00000104716.6	ENSDARG00000004243.10
ENSDART00000167159.2	ENSDARG00000102827.2
ENSDART00000157580.2	ENSDARG00000102827.2
ENSDART00000189315.1	ENSDARG00000102827.2
ENSDART00000161582.2	ENSDARG00000102827.2
ENSDART00000078649.6	ENSDARG00000056200.6
ENSDART00000138561.2	ENSDARG00000056679.7
ENSDART00000101085.5	ENSDARG00000056679.7
ENSDART00000127072.3	ENSDARG00000088398.5
ENSDART00000191348.1	ENSDARG00000088398.5
ENSDART00000156533.2	ENSDARG00000079834.6
ENSDART00000185709.1	ENSDARG00000079834.6
ENSDART00000131402.3	ENSDARG00000061951.8
ENSDART00000192781.1	ENSDARG00000061951.8
ENSDART00000134247.2	ENSDARG00000095019.2
ENSDART00000034935.5	ENSDARG00000004460.11
ENSDART00000166908.2	ENSDARG00000004460.11
ENSDART00000137886.2	ENSDARG00000094794.2
ENSDART00000035714.7	ENSDARG00000023927.8
ENSDART00000171835.2	ENSDARG00000023927.8
ENSDART00000146055.3	ENSDARG00000008249.8
ENSDART00000074167.6	ENSDARG00000052336.7
ENSDART00000033617.7	ENSDARG00000024904.7
ENSDART00000182201.1	ENSDARG00000024904.7
ENSDART00000181617.1	ENSDARG00000024904.7
ENSDART00000152243.2	ENSDARG00000057973.9
ENSDART00000140214.4	ENSDARG00000057973.9
ENSDART00000090447.5	ENSDARG00000062501.5
ENSDART00000146180.2	ENSDARG00000075972.5
ENSDART00000187599.1	ENSDARG00000075972.5
ENSDART00000189475.1	ENSDARG00000075972.5
ENSDART00000126741.4	ENSDARG00000074340.6
ENSDART00000173989.2	ENSDARG00000074340.6
ENSDART00000173555.2	ENSDARG00000074340.6
ENSDART00000151365.3	ENSDARG00000035823.9
ENSDART00000140926.3	ENSDARG00000035823.9
ENSDART00000191109.1	ENSDARG00000035823.9
ENSDART00000113628.4	ENSDARG00000074547.4
ENSDART00000142320.2	ENSDARG00000074955.7
ENSDART00000136068.3	ENSDARG00000074955.7
ENSDART00000007981.7	ENSDARG00000074955.7
ENSDART00000130950.3	ENSDARG00000074955.7
ENSDART00000162500.2	ENSDARG00000074955.7
ENSDART00000131867.4	ENSDARG00000014953.10
ENSDART00000193484.1	ENSDARG00000014953.10
ENSDART00000181664.1	ENSDARG00000014953.10
ENSDART00000151247.3	ENSDARG00000062744.7
ENSDART00000090994.4	ENSDARG00000062744.7
ENSDART00000041751.7	ENSDARG00000031680.7
ENSDART00000137857.2	ENSDARG00000094088.2
ENSDART00000101126.5	ENSDARG00000069463.5
ENSDART00000174084.2	ENSDARG00000059792.8
ENSDART00000083473.7	ENSDARG00000059792.8
ENSDART00000157917.2	ENSDARG00000059792.8
ENSDART00000185580.1	ENSDARG00000059792.8
ENSDART00000045397.4	ENSDARG00000029290.5
ENSDART00000023064.9	ENSDARG00000007886.11
ENSDART00000158350.2	ENSDARG00000007886.11
ENSDART00000153209.2	ENSDARG00000087473.5
ENSDART00000153403.3	ENSDARG00000087473.5
ENSDART00000188117.1	ENSDARG00000087473.5
ENSDART00000074900.5	ENSDARG00000052948.5
ENSDART00000148037.2	ENSDARG00000092552.2
ENSDART00000161435.2	ENSDARG00000001880.12
ENSDART00000169942.2	ENSDARG00000001880.12
ENSDART00000073707.6	ENSDARG00000001880.12
ENSDART00000183667.1	ENSDARG00000001880.12
ENSDART00000151896.2	ENSDARG00000005232.11
ENSDART00000104999.5	ENSDARG00000005232.11
ENSDART00000152045.3	ENSDARG00000005232.11
ENSDART00000062303.5	ENSDARG00000042485.5
ENSDART00000031547.6	ENSDARG00000056235.5
ENSDART00000180115.1	ENSDARG00000056235.5
ENSDART00000137278.2	ENSDARG00000036778.8
ENSDART00000139076.3	ENSDARG00000036778.8
ENSDART00000134319.2	ENSDARG00000036778.8
ENSDART00000189749.1	ENSDARG00000036778.8
ENSDART00000180850.1	ENSDARG00000036778.8
ENSDART00000142938.2	ENSDARG00000092469.2
ENSDART00000172450.2	ENSDARG00000099973.2
ENSDART00000158081.2	ENSDARG00000099973.2
ENSDART00000170255.2	ENSDARG00000099973.2
ENSDART00000188311.1	ENSDARG00000099973.2
ENSDART00000193428.1	ENSDARG00000099973.2
ENSDART00000159598.2	ENSDARG00000099973.2
ENSDART00000153622.2	ENSDARG00000097208.3
ENSDART00000101601.6	ENSDARG00000057328.8
ENSDART00000142884.2	ENSDARG00000010680.7
ENSDART00000024136.7	ENSDARG00000010680.7
ENSDART00000051231.5	ENSDARG00000035357.6
ENSDART00000158532.3	ENSDARG00000035357.6
ENSDART00000145545.3	ENSDARG00000018856.12
ENSDART00000163072.2	ENSDARG00000018856.12
ENSDART00000138755.3	ENSDARG00000018856.12
ENSDART00000134307.3	ENSDARG00000018856.12
ENSDART00000146943.3	ENSDARG00000018856.12
ENSDART00000161272.2	ENSDARG00000018856.12
ENSDART00000145450.3	ENSDARG00000018856.12
ENSDART00000027329.8	ENSDARG00000015551.8
ENSDART00000184664.1	ENSDARG00000015551.8
ENSDART00000152322.2	ENSDARG00000008127.12
ENSDART00000106391.6	ENSDARG00000008127.12
ENSDART00000171846.2	ENSDARG00000008127.12
ENSDART00000147557.2	ENSDARG00000002353.10
ENSDART00000189482.1	ENSDARG00000002353.10
ENSDART00000177422.2	ENSDARG00000002353.10
ENSDART00000033701.6	ENSDARG00000042545.6
ENSDART00000143938.2	ENSDARG00000042545.6
ENSDART00000137914.2	ENSDARG00000042545.6
ENSDART00000184404.1	ENSDARG00000042545.6
ENSDART00000129704.3	ENSDARG00000091433.3
ENSDART00000111289.4	ENSDARG00000075829.4
ENSDART00000182394.1	ENSDARG00000075829.4
ENSDART00000163968.2	ENSDARG00000104996.2
ENSDART00000157722.2	ENSDARG00000104996.2
ENSDART00000158149.2	ENSDARG00000104996.2
ENSDART00000160446.2	ENSDARG00000104996.2
ENSDART00000149060.2	ENSDARG00000044153.7
ENSDART00000130955.3	ENSDARG00000044153.7
ENSDART00000165628.2	ENSDARG00000102583.3
ENSDART00000158485.2	ENSDARG00000102583.3
ENSDART00000159088.2	ENSDARG00000102583.3
ENSDART00000153421.2	ENSDARG00000073747.5
ENSDART00000167528.2	ENSDARG00000056248.7
ENSDART00000101147.5	ENSDARG00000056248.7
ENSDART00000130521.3	ENSDARG00000090818.4
ENSDART00000149694.3	ENSDARG00000062693.8
ENSDART00000150054.2	ENSDARG00000062693.8
ENSDART00000127050.3	ENSDARG00000062693.8
ENSDART00000090934.6	ENSDARG00000062693.8
ENSDART00000046609.7	ENSDARG00000010728.9
ENSDART00000156370.3	ENSDARG00000016290.10
ENSDART00000060786.7	ENSDARG00000076001.5
ENSDART00000181212.1	ENSDARG00000076001.5
ENSDART00000181951.1	ENSDARG00000076001.5
ENSDART00000188303.1	ENSDARG00000076001.5
ENSDART00000181496.1	ENSDARG00000076001.5
ENSDART00000183123.1	ENSDARG00000076001.5
ENSDART00000161570.2	ENSDARG00000103318.2
ENSDART00000145103.3	ENSDARG00000028661.9
ENSDART00000184491.1	ENSDARG00000028661.9
ENSDART00000086495.5	ENSDARG00000060987.5
ENSDART00000078352.5	ENSDARG00000055938.7
ENSDART00000146146.2	ENSDARG00000076313.5
ENSDART00000049805.7	ENSDARG00000014180.11
ENSDART00000125451.3	ENSDARG00000014180.11
ENSDART00000142131.2	ENSDARG00000092508.3
ENSDART00000177108.2	ENSDARG00000092508.3
ENSDART00000121959.4	ENSDARG00000086996.5
ENSDART00000152212.3	ENSDARG00000088877.4
ENSDART00000127343.3	ENSDARG00000088877.4
ENSDART00000113033.4	ENSDARG00000074613.4
ENSDART00000089968.2	ENSDARG00000062314.3
ENSDART00000142815.2	ENSDARG00000040890.8
ENSDART00000059928.5	ENSDARG00000040890.8
ENSDART00000130353.4	ENSDARG00000040890.8
ENSDART00000122272.4	ENSDARG00000040890.8
ENSDART00000184401.1	ENSDARG00000040890.8
ENSDART00000168460.2	ENSDARG00000099380.3
ENSDART00000170322.2	ENSDARG00000099380.3
ENSDART00000160473.2	ENSDARG00000099380.3
ENSDART00000176368.2	ENSDARG00000099380.3
ENSDART00000144580.2	ENSDARG00000055365.7
ENSDART00000135038.2	ENSDARG00000055365.7
ENSDART00000153169.2	ENSDARG00000055365.7
ENSDART00000077715.6	ENSDARG00000055365.7
ENSDART00000131646.2	ENSDARG00000001767.10
ENSDART00000148161.2	ENSDARG00000001767.10
ENSDART00000137295.3	ENSDARG00000071667.6
ENSDART00000139659.2	ENSDARG00000071667.6
ENSDART00000142230.2	ENSDARG00000093150.2
ENSDART00000098347.5	ENSDARG00000068138.5
ENSDART00000112433.3	ENSDARG00000002259.10
ENSDART00000157001.2	ENSDARG00000060569.7
ENSDART00000156653.2	ENSDARG00000060569.7
ENSDART00000085500.6	ENSDARG00000060569.7
ENSDART00000151771.2	ENSDARG00000078037.6
ENSDART00000111102.5	ENSDARG00000078037.6
ENSDART00000142999.3	ENSDARG00000013542.11
ENSDART00000152471.2	ENSDARG00000013542.11
ENSDART00000152497.2	ENSDARG00000013542.11
ENSDART00000115329.3	ENSDARG00000013542.11
ENSDART00000144939.3	ENSDARG00000059919.8
ENSDART00000125126.4	ENSDARG00000059919.8
ENSDART00000144531.3	ENSDARG00000059919.8
ENSDART00000141717.3	ENSDARG00000059919.8
ENSDART00000137599.3	ENSDARG00000059919.8
ENSDART00000137668.2	ENSDARG00000059919.8
ENSDART00000143630.2	ENSDARG00000045262.7
ENSDART00000047110.7	ENSDARG00000045262.7
ENSDART00000138550.2	ENSDARG00000045262.7
ENSDART00000147538.2	ENSDARG00000025549.10
ENSDART00000136356.3	ENSDARG00000025549.10
ENSDART00000132834.3	ENSDARG00000025549.10
ENSDART00000144379.3	ENSDARG00000025549.10
ENSDART00000131985.2	ENSDARG00000025549.10
ENSDART00000148368.3	ENSDARG00000025549.10
ENSDART00000141912.3	ENSDARG00000025549.10
ENSDART00000035940.8	ENSDARG00000025549.10
ENSDART00000057567.6	ENSDARG00000039393.7
ENSDART00000190047.1	ENSDARG00000039393.7
ENSDART00000079803.5	ENSDARG00000057206.5
ENSDART00000084186.5	ENSDARG00000060034.5
ENSDART00000161403.2	ENSDARG00000101534.2
ENSDART00000108951.4	ENSDARG00000039466.9
ENSDART00000113082.5	ENSDARG00000039466.9
ENSDART00000189200.1	ENSDARG00000039466.9
ENSDART00000057651.6	ENSDARG00000039466.9
ENSDART00000132611.2	ENSDARG00000078875.5
ENSDART00000078887.7	ENSDARG00000069589.6
ENSDART00000101402.4	ENSDARG00000069589.6
ENSDART00000147284.2	ENSDARG00000042249.8
ENSDART00000153524.2	ENSDARG00000038283.9
ENSDART00000055833.8	ENSDARG00000038283.9
ENSDART00000152931.2	ENSDARG00000061622.8
ENSDART00000067190.5	ENSDARG00000045706.6
ENSDART00000103403.5	ENSDARG00000070452.5
ENSDART00000137697.2	ENSDARG00000070452.5
ENSDART00000173319.2	ENSDARG00000021392.10
ENSDART00000039985.7	ENSDARG00000021392.10
ENSDART00000111646.5	ENSDARG00000073737.6
ENSDART00000114446.4	ENSDARG00000073737.6
ENSDART00000077188.5	ENSDARG00000054907.5
ENSDART00000138081.2	ENSDARG00000069295.6
ENSDART00000147661.3	ENSDARG00000036070.6
ENSDART00000137346.2	ENSDARG00000036070.6
ENSDART00000140328.2	ENSDARG00000036070.6
ENSDART00000139323.3	ENSDARG00000036070.6
ENSDART00000148238.3	ENSDARG00000036070.6
ENSDART00000052358.6	ENSDARG00000036070.6
ENSDART00000147795.2	ENSDARG00000040948.3
ENSDART00000149398.2	ENSDARG00000095867.3
ENSDART00000148711.2	ENSDARG00000095867.3
ENSDART00000149423.2	ENSDARG00000095867.3
ENSDART00000148934.3	ENSDARG00000095867.3
ENSDART00000148704.3	ENSDARG00000095867.3
ENSDART00000149849.2	ENSDARG00000014113.11
ENSDART00000103519.6	ENSDARG00000014113.11
ENSDART00000149456.2	ENSDARG00000014113.11
ENSDART00000104722.5	ENSDARG00000071011.5
ENSDART00000108556.5	ENSDARG00000076391.5
ENSDART00000147942.2	ENSDARG00000076391.5
ENSDART00000009564.9	ENSDARG00000075713.5
ENSDART00000135460.2	ENSDARG00000075713.5
ENSDART00000138941.2	ENSDARG00000075713.5
ENSDART00000151690.3	ENSDARG00000077387.6
ENSDART00000151620.2	ENSDARG00000077387.6
ENSDART00000110289.4	ENSDARG00000077387.6
ENSDART00000151784.2	ENSDARG00000021113.9
ENSDART00000017424.8	ENSDARG00000021113.9
ENSDART00000103265.5	ENSDARG00000070401.6
ENSDART00000144125.2	ENSDARG00000094126.3
ENSDART00000143904.2	ENSDARG00000090834.5
ENSDART00000161710.2	ENSDARG00000090834.5
ENSDART00000063483.5	ENSDARG00000043243.6
ENSDART00000190747.1	ENSDARG00000043243.6
ENSDART00000192177.1	ENSDARG00000043243.6
ENSDART00000185065.1	ENSDARG00000043243.6
ENSDART00000110358.5	ENSDARG00000074009.5
ENSDART00000142871.3	ENSDARG00000061735.10
ENSDART00000149531.2	ENSDARG00000061735.10
ENSDART00000150120.2	ENSDARG00000061735.10
ENSDART00000137689.4	ENSDARG00000061735.10
ENSDART00000088356.6	ENSDARG00000061735.10
ENSDART00000161174.3	ENSDARG00000061735.10
ENSDART00000016901.8	ENSDARG00000003865.9
ENSDART00000146696.2	ENSDARG00000060481.7
ENSDART00000111832.5	ENSDARG00000060481.7
ENSDART00000085230.6	ENSDARG00000060481.7
ENSDART00000140516.3	ENSDARG00000043442.8
ENSDART00000191019.1	ENSDARG00000043442.8
ENSDART00000062724.6	ENSDARG00000054250.6
ENSDART00000147699.4	ENSDARG00000094732.4
ENSDART00000150265.2	ENSDARG00000094732.4
ENSDART00000164328.2	ENSDARG00000094732.4
ENSDART00000020969.9	ENSDARG00000004574.10
